사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2023-03,경의선,1270,행신,1,0,4208,1760,14694,5097,44123,6892,36841,11320,19168,7989,13939,5862,13546,8329,11954,8737,9988,9930,8895,9381,8421,11454,12724,17840,15256,22504,11092,43006,7765,32802,8808,16509,6667,14657,6690,13624,2959,7792,115,3118,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1271,능곡,0,0,3464,464,8977,1886,19503,2806,18738,7024,10778,3590,7853,3543,6828,3893,6410,4364,5851,4673,5672,4817,5211,5919,6079,7895,6590,9876,6072,14187,3285,12323,2233,7186,1851,7434,1205,6549,525,4279,26,3106,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1272,곡산,1,1,263,74,1236,512,2010,1465,1624,3044,1138,1119,987,887,757,855,784,944,779,820,994,825,1171,800,1327,1062,1992,1299,2286,1918,679,1458,428,912,373,741,258,547,94,465,4,31,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1273,백마,4,0,4901,811,16435,3288,39960,5955,29646,12226,17492,6184,12448,4842,11619,4467,10567,6522,9451,7657,7936,7898,9255,9723,10260,11905,11125,16221,11508,30151,5170,27263,3612,15473,3515,13874,3216,12419,961,11156,66,783,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1274,풍산,12,0,4225,337,10802,2178,26221,4181,22492,8907,14642,5721,9968,5153,9843,6347,9078,6836,8998,7502,8302,7081,8850,8165,9396,11221,10099,14427,8863,22064,5368,18037,4538,12832,4432,11323,2757,8722,1067,7680,116,959,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1275,일산,36,0,8295,768,25954,2683,54481,7792,39264,20329,24531,7925,16695,7455,16365,8951,15051,9644,13522,11710,12561,13512,14038,14517,16682,19343,16516,26723,13701,39954,7206,40119,5226,18941,4423,20219,4070,16996,1239,10666,105,3315,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1276,탄현,59,5,6514,634,23063,3362,41887,6240,33213,10788,18534,6587,13837,4421,12729,5615,11415,6425,10431,7056,9137,9684,10269,10860,11412,13916,11539,22172,12149,32163,6705,35754,4749,17063,4074,16168,3194,12710,1278,8823,133,2797,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1277,야당,22,0,5091,398,18304,2913,35904,5747,34460,10029,17195,7779,13545,6193,12348,8129,11947,8954,10734,9890,10043,11816,10963,14745,12492,19381,13175,29803,12138,38194,9047,34679,9163,17793,10456,15833,9408,12797,4446,9028,836,2771,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1278,운정,33,4,4693,367,19803,5162,34669,7091,33241,12274,17179,6102,12587,4797,10676,5752,10371,6030,9270,6289,7719,7991,8476,10654,10726,14584,12412,20554,12398,26041,5563,24392,4018,14037,3234,11783,2454,10391,624,7146,77,1914,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1279,금릉,68,0,2965,334,11878,2416,22945,6125,17798,12911,10599,5963,8935,4583,9191,4156,8391,5570,7477,5852,6555,7441,6788,8144,8873,10696,10786,15677,11858,17198,5934,17246,4566,9425,3580,8730,2934,8359,560,5939,85,1772,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1280,금촌,51,2,3790,294,10572,4105,21884,9916,20215,17322,13204,8326,11113,7955,11454,7412,11886,10950,11582,10015,10822,10369,11721,10941,13382,13665,15614,19009,18674,18843,8808,17204,6224,11541,4880,10356,3280,8492,837,6306,110,1872,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1282,월롱,44,0,461,12,811,5364,1944,10879,2207,13221,2288,4946,2046,2589,2237,1912,3965,3265,3485,1970,3225,1693,6149,2129,9634,2466,13919,3041,15299,2929,5135,2699,3889,2975,2731,3127,1108,2940,126,2205,6,832,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1283,파주,34,1,716,2,1429,532,3079,2225,2989,6174,2205,3793,1890,2457,2116,1002,3344,1639,2114,1521,2118,1033,3493,1361,5107,1443,6805,1702,4773,1863,1475,1851,746,1566,827,1181,323,1088,24,764,10,328,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1284,문산,960,3,3030,12,8238,2703,16816,7317,16238,16712,11466,5696,9052,6745,8796,7793,9396,8487,9710,8202,9325,7487,9584,9452,10956,10558,14781,12582,13450,14304,5707,14780,4286,9613,3206,7358,2243,7590,101,5287,0,2560,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,13,156,27,391,5,2,109,4,3,3,10,6,162,112,101,25,483,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,8,12,62,63,2,2,25,3,3,1,3,3,7,20,29,3,76,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1291,서울역,1,0,643,13,1160,9105,3033,28382,3630,43864,2374,22888,1868,8357,2129,5750,3367,5697,4189,7373,4442,3337,7349,3420,10285,3877,18836,5874,36071,7339,13057,3308,7335,2004,7608,2369,1228,267,2697,1107,1,122,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1292,공덕,3,0,632,91,2130,1773,4908,8282,5971,21361,5352,9193,4800,3818,5327,3752,4791,3669,5226,3742,4979,3698,5487,3865,6856,4745,11387,6519,18205,8007,8174,5323,7137,3297,7517,3665,6521,2825,3119,2019,188,279,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1293,홍대입구,7,1,338,144,774,753,1552,2266,1808,7707,1485,6767,1346,4182,1488,4721,2297,5077,2639,5718,3321,5234,3745,5064,4836,5921,7181,6321,7697,7735,5720,5200,5085,2576,5781,2431,5725,2014,2687,1484,58,251,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1294,디지털미디어시티,12,0,1111,410,3691,1559,12702,2152,12798,4924,6800,3942,4909,2584,4438,2524,4887,2888,4163,3655,4175,3388,4149,3905,5152,4969,6087,7592,5912,11594,3288,8876,2318,5636,1903,4582,1687,4786,831,3153,40,423,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경의선,1296,계양,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1311,신내,18,1,1064,757,3139,3608,9307,6382,7871,8982,4182,2820,3282,2039,3087,1920,3060,2109,2713,2682,2917,2068,3482,3774,5655,3369,5158,5275,7316,5879,3132,5096,1470,2683,1305,2332,1174,2197,578,1542,63,691,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1312,갈매,7,0,1713,730,4425,2495,19400,4037,11361,6314,7607,2646,4654,2609,3680,2076,4310,2313,3537,3292,3401,2622,3870,4505,5403,4758,5668,6909,5093,11986,2559,8844,2104,5131,2658,4349,1767,3410,783,1923,17,705,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1313,별내,22,0,1476,1343,3939,3067,14472,4857,11189,8483,7068,4828,5047,3702,4104,3211,4831,3246,4049,4000,4425,3457,5191,4726,6727,5728,7851,8441,7644,11101,3642,9423,2840,5166,2498,3487,2198,4019,939,1805,32,540,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1314,퇴계원,3,0,2944,594,5779,1760,21394,4306,14520,5789,9942,2738,6762,3277,5758,2966,6203,3488,5258,3821,3899,4343,4403,4861,4505,7048,5391,11041,6680,12660,2967,12674,2180,7106,1663,4663,1238,6273,546,2726,60,868,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1315,사릉,17,0,2095,680,4418,1451,11944,5509,9105,5334,5861,2983,4086,2363,3864,2360,3824,2521,3432,2115,2655,3131,3197,3005,3500,4196,5053,6312,5823,7828,2184,9469,1359,4185,1086,3092,661,3124,237,2054,12,526,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1316,금곡,14,0,1554,283,2643,1040,5133,2272,5363,6626,3718,2001,2949,1800,2839,1530,2652,2236,2732,1651,2218,2559,2739,2611,3405,2607,4123,3782,4029,4691,1569,4191,919,1801,683,2044,513,1765,210,1285,9,306,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1317,평내호평,569,12,6101,820,15310,1737,33423,4902,25087,11386,14630,6939,12313,5821,11079,5788,9881,7775,9141,7581,7769,10299,8344,10577,8879,12735,9796,23760,9541,23535,5982,27064,4920,11246,4281,9806,3978,8965,1596,6267,74,2680,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1318,천마산,35,1,1137,190,3392,714,9346,1606,6859,2279,5610,1885,4219,1409,3095,1975,3135,2183,2547,2191,2337,2537,2122,3360,2395,3491,2021,5089,2311,6219,1066,5149,697,3542,582,2681,384,2127,132,1315,4,353,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1319,마석,15,0,1483,480,9418,2736,17246,6324,15178,7882,10708,5508,8683,4158,7198,5388,7892,4874,6556,6582,6317,5927,6341,7668,7116,8513,7084,12836,7436,11888,3909,15125,2734,7322,2162,5999,1736,5218,702,2449,21,1105,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1320,대성리,2,0,2261,73,3621,348,1741,730,1821,1134,2099,702,3038,1516,2754,1466,1434,1534,1194,3634,1396,5546,1691,3641,1634,2605,1779,2647,1310,1822,552,1841,352,788,319,426,214,345,104,322,0,10,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1321,청평,4,0,1244,191,2117,802,4461,1575,5791,4343,4128,2961,3725,3242,3739,2317,3286,3346,3022,2533,3418,3522,3880,3863,3942,4458,4716,5845,3309,4519,1816,3804,1273,2680,792,1909,478,1456,152,1209,6,251,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1322,상천,0,0,341,41,314,169,676,285,786,731,636,961,682,1009,686,946,725,829,879,579,1149,811,1207,661,971,595,862,694,531,388,173,567,135,257,114,294,39,139,12,114,0,34,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1323,가평,1,0,673,195,1607,1022,3690,2517,4265,6146,3260,3360,3151,3206,3726,3988,2816,3321,2864,3628,3584,3627,4553,3810,4879,3161,6277,4095,4910,3403,2060,3492,1520,2417,1104,1549,564,1436,278,1044,15,287,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1324,굴봉산,0,0,45,1,43,23,150,77,216,255,172,380,193,841,263,591,236,230,368,242,414,258,461,211,368,124,297,162,242,135,203,145,185,120,57,56,33,44,10,63,0,13,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1325,백양리,0,0,9,17,12,56,24,329,119,314,69,259,135,484,294,401,233,213,332,203,338,307,425,143,369,117,698,60,278,49,83,50,43,47,67,47,15,58,20,55,0,5,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1326,강촌,10,0,305,24,155,78,444,270,547,1689,615,1965,803,2336,971,2096,949,1241,1164,1091,1608,992,2474,719,2230,876,2322,747,1225,745,622,586,388,419,207,358,112,309,34,214,1,23,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1327,김유정,5,0,79,20,188,86,690,507,565,810,455,938,403,1793,471,1883,693,1526,937,1275,1271,905,1698,824,1618,680,1590,748,1014,647,400,418,253,291,142,240,47,211,20,100,6,40,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1328,남춘천,533,4,1356,20,3790,763,5095,2698,6190,5915,5776,6779,5672,4566,5225,8343,6196,8510,6661,5996,8076,4713,8601,6131,8792,5325,7477,6575,6082,6728,4401,9637,3523,4025,3124,4022,2115,4784,787,2113,4,1829,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경춘선,1329,춘천,306,0,565,5,1409,245,1642,1657,2542,4720,2752,6563,2481,4488,2685,5314,2983,4166,4396,4096,5409,2583,7267,3313,8865,2369,6951,2704,5332,2427,2977,3488,1955,1342,1169,1546,780,1118,286,1204,5,547,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1873,고색,647,0,2815,315,8202,2985,18982,16573,15614,27254,7658,6742,5128,3118,4853,3704,5569,3803,4851,4042,4324,4108,5012,5038,6787,7436,17431,9851,22832,13021,6827,12415,6122,7953,3832,6350,2250,5705,928,3750,4,2160,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1874,오목천,9,1,768,371,6251,1826,14274,5616,15743,16360,8818,9715,6729,6085,6572,4436,8388,5676,7497,6387,6498,4449,9641,5537,14565,8365,14069,7865,12278,14114,5228,9386,3344,5231,3242,4854,2506,6080,912,3725,12,355,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1875,어천,0,0,181,85,938,1520,2659,3904,3077,3349,2246,1414,2050,1243,1935,1232,2025,1398,1742,1626,1498,1524,1991,1653,4245,2372,3592,2340,3754,3353,1457,2405,919,1267,582,1542,397,1181,136,701,3,76,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1876,야목,1,1,250,120,526,457,1491,617,1374,729,838,384,657,743,545,403,522,357,611,411,499,368,637,417,827,601,1092,729,1039,1028,416,686,237,351,165,478,107,310,49,236,0,59,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1877,사리,0,0,4655,407,12286,1733,28484,3561,25711,5516,13572,2514,9834,2749,8055,2806,8185,3818,7461,5084,5646,4718,5385,7046,6679,11421,7321,13185,7414,24033,4462,15674,2716,10587,2221,10738,2277,8012,760,6136,18,917,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1878,달월,0,0,21,29,24,118,139,170,206,309,98,112,84,149,148,111,77,157,85,180,96,99,164,90,398,111,380,73,783,133,113,57,76,55,39,51,13,53,14,28,1,2,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1879,월곶,5,1,1471,387,5533,1568,11724,1990,12336,3250,7347,3192,4638,3423,4628,4117,4730,4376,4049,3859,4061,4096,4353,5090,5019,6913,4871,8369,5951,11115,2987,6483,2355,4481,1988,4579,1468,3677,550,2192,5,316,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1880,소래포구,12,0,2691,525,8103,3528,19738,3579,15645,6649,9087,5326,6830,7327,7670,14164,8748,16851,10452,12195,13882,10721,16665,9652,15297,11526,11898,12662,9104,16249,5616,10945,4901,6962,4517,6945,2634,5569,1380,3951,21,701,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1881,인천논현,13,0,2746,708,6952,5132,18696,9245,16672,13956,9723,9325,8309,7034,8511,7032,8885,7935,8004,9014,8339,9096,9239,10159,10558,14086,12634,18393,13162,21683,7961,14200,7148,9047,6550,7439,5112,5743,2657,3893,6,763,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1882,호구포,10,0,2005,903,3978,5979,8941,19671,8905,25495,5721,4877,4747,3177,5120,3710,5626,3692,4853,4343,4835,4024,5335,4455,6604,5888,17381,7594,18719,8850,6451,7195,6709,5247,4299,4168,2117,3417,1085,2576,2,486,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1883,남동인더스파크,0,0,419,704,1017,4496,1419,17258,2189,21470,1614,3509,1538,1612,1777,1633,1976,1663,1910,1606,2386,1394,2989,1190,4266,1440,13776,1894,11867,1950,3968,2190,4340,1458,1919,785,551,496,187,378,1,29,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1884,원인재,3,1,3704,619,7994,2373,15683,6121,17700,8527,10116,4827,7927,4697,7192,5303,7716,5896,7173,6230,6154,6553,6815,8667,6981,10523,8504,14360,8678,18147,5137,12718,4457,8737,3974,7922,2951,6782,1579,4846,34,847,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1885,연수,4,1,2740,847,7548,2216,17734,4770,15472,12581,7682,8040,6375,6761,6528,6012,8020,7162,7793,7349,7543,6814,8184,7802,9420,10515,9611,15343,11904,18300,6160,11192,5563,7806,5661,6790,4296,4466,2602,3272,36,661,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1886,송도,2,0,2190,390,5082,1376,10647,2727,10282,4372,5130,2635,4320,2578,4555,3035,5143,3654,4868,3443,3947,3538,4886,5002,4824,5753,4779,7880,4362,8939,2462,6480,1769,3865,1548,3642,898,2765,400,1904,5,526,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1888,인하대,42,0,4073,688,11089,3822,26117,5606,20255,25175,10585,13569,9155,20251,10389,10493,11492,12276,11939,12068,13098,10989,16163,10262,22998,13579,21556,19299,17463,26359,9947,14842,8852,10490,8466,9552,6674,6814,3948,5028,58,1209,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1889,숭의,14,0,3492,936,7161,4020,15278,8857,13283,13049,6828,5293,6790,4605,6971,3908,6551,4762,6195,5651,5955,5199,6975,5691,8297,7466,10849,9654,9838,13160,4572,7698,2912,5830,2317,5627,1819,3651,901,2420,6,550,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1890,신포,4,0,1250,228,1995,993,3595,4319,3349,10015,2380,3664,1934,2727,2217,3119,2931,3406,3196,3493,3556,3108,4484,3587,6333,3940,6141,4200,6897,5546,2970,2741,2369,1883,2137,1665,1499,1285,587,683,1,170,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,수인선,1891,인천,119,1,675,172,1193,1162,2294,2883,2088,4802,1612,2180,1607,2653,1651,4480,2087,4747,1985,4126,2355,4183,3005,4283,4327,3656,3154,3691,2825,4331,1704,2791,1226,1999,1058,1801,551,1339,158,1075,3,324,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1501,판교,3,0,673,13,2507,7525,5931,17351,4474,35326,2590,25784,2849,13188,3467,8968,4244,6976,5094,5979,6716,5461,9921,4937,10776,7158,20231,7334,28161,7172,20102,5095,17687,2113,11379,1749,6942,1383,2645,798,1,264,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1502,이매,4,0,538,45,1912,1139,5949,3366,4487,2917,2415,1638,1741,1096,1702,1099,1637,1211,1490,1446,1518,1370,1751,1590,2387,1838,2553,3190,2767,3052,1437,2741,1278,1365,1427,1415,1348,952,379,377,30,129,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1503,삼동,1,0,1413,147,5145,1782,14473,2789,14006,2983,8202,1291,4786,1010,3288,1523,3089,1766,2717,1988,2192,2857,2316,3937,2774,4747,4108,7521,3280,9992,1455,9231,941,6146,692,4382,412,4004,131,1714,1,27,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1504,경기광주,1,0,2929,220,16971,2024,48250,6959,46647,10702,25863,4889,15711,4736,12626,5476,11573,5999,10181,7780,8729,8729,8634,11187,10300,19200,12030,21369,9929,42279,5006,28221,3163,23735,2515,14302,1698,11618,602,8915,1,47,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1505,초월,0,0,1343,221,6405,1735,17205,5019,17248,6409,9711,2407,5915,2177,4738,1984,4457,2387,4053,2970,3298,3517,3747,4059,5599,6207,7028,9157,5912,12106,2471,12767,1773,7370,1218,7484,630,4858,278,4168,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1506,곤지암,2,0,973,125,3028,1796,8552,5862,7693,8277,5303,3064,3483,2406,3603,2406,3902,3006,3594,3110,3409,2999,4118,3225,4950,4564,8057,6519,7673,6002,2666,7034,1933,3851,1040,3957,497,2420,203,2150,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1507,신둔도예촌,0,0,631,138,3163,455,7273,3246,5311,4437,3719,2027,3070,1575,2277,1754,2691,1869,2403,1756,2057,1820,2513,2133,3999,3133,4918,3377,3873,5699,1533,3995,1199,4095,763,2648,355,2445,86,1916,2,3,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1508,이천,4,1,930,46,3370,1289,9339,5786,7792,9819,5907,4329,5208,3939,4522,4892,4734,4302,4320,4328,4474,4685,4995,5367,6659,5779,7245,8138,8337,8591,4016,8347,3390,5238,2834,4385,1388,3548,484,1562,0,965,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1509,부발,0,0,998,57,3151,1396,7193,6919,6483,6711,4372,2098,3726,1971,4254,2345,3533,2745,3361,2272,3794,2843,3765,3137,4840,4042,7635,5492,6026,4889,3977,7212,2026,4137,1242,3966,851,3548,280,2021,6,1470,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1510,세종대왕릉,1,0,213,0,739,96,1150,680,1170,870,874,658,812,646,682,815,593,750,635,510,692,743,773,702,882,824,1001,753,1038,1331,383,843,189,675,77,494,138,295,17,380,1,130,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경강선,1511,여주,6,0,1518,8,4427,583,7484,3883,7005,6275,5401,5582,5085,3652,4407,4144,4799,4580,5275,4448,5544,4137,7280,5035,7678,5175,7200,5244,5869,9241,3224,6369,2206,6034,1567,4056,774,2449,229,3542,2,1270,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2511,방화,17,1,5486,9,11984,3600,30032,6116,28011,14557,15965,7490,12512,6055,11620,6547,11560,7449,10640,8838,10027,9328,10956,10885,12982,12688,11410,15132,10831,23255,5192,20912,4056,13385,2833,11596,2112,11628,837,7187,149,2796,1,298,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2512,개화산,3,0,4527,341,9127,4597,24065,7723,22330,17596,11829,7598,8630,5410,8879,5844,8894,6919,8059,6394,7361,6428,7605,8130,9816,9948,12719,12192,14718,17426,5949,16386,3688,9948,2963,9446,2574,8474,735,4890,119,1910,0,66,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2513,김포공항,4,0,589,2663,2005,10624,5422,15388,8941,17862,7913,12063,8503,14745,11489,16747,12118,16279,14686,16809,16112,16076,17815,15579,17233,16474,22321,17149,26825,15903,16957,9813,14186,4168,12679,2640,13251,1780,3870,1179,295,578,0,3,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2514,송정,29,0,3822,1112,8500,4032,21761,7115,25621,12267,15365,7835,11462,6659,10518,7065,10428,8070,9886,8278,9440,8540,9392,10399,10674,12429,12193,14270,13414,21263,7680,17334,5902,11055,4733,10361,4013,9523,1835,5823,285,2092,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2515,마곡,4,0,2597,3773,8438,10430,27452,16213,27638,53219,15028,33815,11816,14599,11792,11605,12440,12157,13308,13154,14027,12485,16467,13639,23682,16603,33204,19474,43561,28162,19570,22816,13577,11797,12193,10080,8126,10536,3335,5516,582,2498,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2516,발산,2,0,3534,2252,10905,14126,30902,41832,31957,126794,19922,62229,20022,31372,23446,30868,26377,30086,28831,30892,32324,29690,38969,28524,46487,32045,71223,39004,95969,55314,42176,40855,34910,21533,35387,17139,28735,15414,12286,8818,1648,3292,0,2,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2517,우장산,2,0,7107,857,24158,4614,63584,16719,63148,25910,34058,16393,26423,12965,23992,13278,24753,16041,22236,19111,21126,20987,23726,24732,30001,30567,25634,37985,20821,57191,13281,46417,9479,27227,8535,25013,6818,25811,1945,15070,360,4046,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2518,화곡,295,0,23953,1596,44721,10475,128489,16371,161580,35634,79918,26439,49578,20409,43929,21689,45844,24379,42244,29174,35593,32005,34662,40790,39240,55403,41170,74626,41287,132927,25317,99606,17753,60934,15114,56058,12081,48629,5059,31689,708,9423,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2519,까치산,217,1,25652,1540,46644,9442,136255,12157,167412,22756,85683,19161,50599,18729,44119,21284,45432,25644,41524,29039,33805,33906,32687,47056,34789,59183,34105,77596,33031,131788,21658,105547,15797,67548,13180,63679,10875,53943,5369,33615,873,9825,3,427,0,1,0,0,2023-04-03 09:45:30
2023-03,5호선,2520,신정(은행정),90,13,12827,708,25531,3749,70609,9980,83695,13279,39270,9015,22572,7726,18164,8042,18752,9820,16810,11366,13932,12955,13543,17245,14930,23685,15721,30725,16647,52290,8930,38951,6198,24324,5299,24279,4555,22602,1762,13696,272,4284,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2521,목동,11,0,8697,1382,21902,5758,66170,17646,79062,28868,39255,21221,27304,15834,25686,14413,24478,17765,23117,21672,20851,22324,22143,26628,24325,34319,27890,51222,29968,84921,16957,60968,13949,34306,13890,31923,15358,29633,4802,16644,710,5534,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2522,오목교(목동운동장앞),4,0,5269,1878,16594,8815,56303,31565,62692,69165,34838,54677,26295,33102,27019,31934,29259,32003,29744,35899,31375,34952,33477,37357,41355,45164,52348,58010,72691,82452,38926,54309,38728,29946,32486,25881,26393,23237,8259,13528,1102,4357,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2523,양평,1,0,2174,741,7116,3533,27030,9888,30967,39028,14169,15092,8661,6403,8482,5949,9063,6393,8843,7569,8291,7141,8673,8188,10373,9544,17100,13663,32072,24502,9480,17104,6355,11637,5039,10505,3694,9915,1730,5855,226,1951,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2524,영등포구청,0,0,1133,859,2634,2279,8598,6811,12153,26295,6052,10811,4638,4746,5093,4241,5167,4510,5626,4685,5501,4851,6238,4972,7450,5614,11004,7561,22220,13542,7119,7138,5152,4404,4916,4290,3440,3884,1720,2250,261,669,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2525,영등포시장,9,0,2929,1141,6317,5628,26152,14289,36815,40144,16835,23321,11867,16964,12629,17029,14506,20976,15519,23702,16222,19639,20854,17094,26001,17083,31724,21432,42317,35641,17885,22039,12842,13938,11573,12957,8346,12580,3579,7948,532,2019,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2526,신길,36,2,2082,317,4153,1842,17092,4862,25124,14918,10950,6459,6502,3017,4993,3501,5408,3644,5267,4084,4451,4227,4892,5126,5640,7141,8341,11206,13015,19978,4903,12809,3396,10026,3655,9957,2631,9511,1459,6212,226,1800,0,1,0,0,0,0,2023-04-03 09:45:30
